"filename", "language", "JavaScript", "JSON with Comments", "HTML", "TypeScript", "JSON", "Markdown", "Vue", "SCSS", "XML", "comment", "blank", "total"
"e:\java-projects\smart-community\community-admin\src\views\smart\entity.ts", "TypeScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 1, 14
"e:\java-projects\smart-community\community-admin\src\views\smart\meter\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 137, 0, 0, 0, 17, 154
"e:\java-projects\smart-community\community-admin\src\views\smart\meter\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 120, 0, 0, 1, 8, 129
"e:\java-projects\smart-community\community-admin\src\views\smart\monitor\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 145, 0, 0, 0, 19, 164
"e:\java-projects\smart-community\community-admin\src\views\smart\monitor\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 133, 0, 0, 1, 13, 147
"e:\java-projects\smart-community\community-admin\src\views\smart\monitor\type-add-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 13, 87
"e:\java-projects\smart-community\community-admin\src\views\smart\monitor\type.vue", "Vue", 0, 0, 0, 0, 0, 0, 63, 0, 0, 1, 6, 70
"e:\java-projects\smart-community\community-admin\src\views\society\activity\add-or-updates.vue", "Vue", 0, 0, 0, 0, 0, 0, 191, 0, 0, 5, 15, 211
"e:\java-projects\smart-community\community-admin\src\views\society\activity\edit.vue", "Vue", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 2, 12
"e:\java-projects\smart-community\community-admin\src\views\society\activity\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 153, 0, 0, 12, 12, 177
"e:\java-projects\smart-community\community-admin\src\views\society\invitation\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 62, 0, 0, 4, 11, 77
"e:\java-projects\smart-community\community-admin\src\views\society\invitation\invitationDetails.vue", "Vue", 0, 0, 0, 0, 0, 0, 69, 0, 0, 0, 8, 77
"e:\java-projects\smart-community\community-admin\src\views\society\type\add-or-updates.vue", "Vue", 0, 0, 0, 0, 0, 0, 133, 0, 0, 28, 15, 176
"e:\java-projects\smart-community\community-admin\src\views\society\type\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 107, 0, 0, 12, 11, 130
"e:\java-projects\smart-community\community-admin\src\views\sys\dict\data-add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 12, 113
"e:\java-projects\smart-community\community-admin\src\views\sys\dict\data-sql.vue", "Vue", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 5, 38
"e:\java-projects\smart-community\community-admin\src\views\sys\dict\data.vue", "Vue", 0, 0, 0, 0, 0, 0, 74, 0, 0, 1, 6, 81
"e:\java-projects\smart-community\community-admin\src\views\sys\dict\type-add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 95, 0, 0, 1, 12, 108
"e:\java-projects\smart-community\community-admin\src\views\sys\dict\type.vue", "Vue", 0, 0, 0, 0, 0, 0, 103, 0, 0, 3, 9, 115
"e:\java-projects\smart-community\community-admin\src\views\sys\log\login.vue", "Vue", 0, 0, 0, 0, 0, 0, 61, 0, 0, 0, 5, 66
"e:\java-projects\smart-community\community-admin\src\views\sys\log\login\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 5, 60
"e:\java-projects\smart-community\community-admin\src\views\sys\log\sms\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 8, 72
"e:\java-projects\smart-community\community-admin\src\views\sys\menu\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 237, 0, 0, 1, 25, 263
"e:\java-projects\smart-community\community-admin\src\views\sys\menu\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 64, 0, 0, 0, 5, 69
"e:\java-projects\smart-community\community-admin\src\views\sys\org\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 20, 159
"e:\java-projects\smart-community\community-admin\src\views\sys\org\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 5, 43
"e:\java-projects\smart-community\community-admin\src\views\sys\post\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 13, 88
"e:\java-projects\smart-community\community-admin\src\views\sys\post\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 65, 0, 0, 1, 5, 71
"e:\java-projects\smart-community\community-admin\src\views\sys\role\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 15, 107
"e:\java-projects\smart-community\community-admin\src\views\sys\role\data-scope.vue", "Vue", 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 14, 96
"e:\java-projects\smart-community\community-admin\src\views\sys\role\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 95, 0, 0, 3, 8, 106
"e:\java-projects\smart-community\community-admin\src\views\sys\role\log\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 13, 80
"e:\java-projects\smart-community\community-admin\src\views\sys\role\log\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 64, 0, 0, 1, 8, 73
"e:\java-projects\smart-community\community-admin\src\views\sys\role\user.vue", "Vue", 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 9, 123
"e:\java-projects\smart-community\community-admin\src\views\sys\user\add-or-update.vue", "Vue", 0, 0, 0, 0, 0, 0, 156, 0, 0, 0, 16, 172
"e:\java-projects\smart-community\community-admin\src\views\sys\user\index.vue", "Vue", 0, 0, 0, 0, 0, 0, 126, 0, 0, 1, 11, 138
"e:\java-projects\smart-community\community-admin\tsconfig.json", "JSON with Comments", 0, 26, 0, 0, 0, 0, 0, 0, 0, 2, 1, 29
"e:\java-projects\smart-community\community-admin\vite.config.ts", "TypeScript", 0, 0, 0, 27, 0, 0, 0, 0, 0, 2, 3, 32
"Total", "-", 85, 26, 14, 1714, 75, 89, 12912, 260, 1, 507, 1700, 17383
